"addon"
{
	"DOTA_GoodGuys"   								"Good Guys"
		"Event_EscapeDone"						"Survived to die another time..."
		
		"npc_dota_creature_boss_wraith_king"											"Wraith King"
		"npc_dota_creature_boss_pudge"													"The Fat One"
		"npc_dota_creature_boss_phantom_assassin"										"Mortred"
		"npc_dota_creature_boss_underlord"												"Pit Lord"
		"npc_dota_creature_boss_terrorblade"											"Terrorblade, The Demon King"
		"npc_dota_creature_boss_faceless_void"											"Darkterror, God of Time"
		"npc_dota_creature_boss_dark_willow"											"Dark Willow"
		"npc_dota_creature_boss_seaghoul"												"Seaghoul, The Chaos Bird"
		
		"Event_Books_Combined"															"All books collected! (+5000 EXP)"
		
		"Event_Wins"																	"Raids: "
		"Event_Points"																	"Points: "
		"Event_Deaths"																	"Death: "
		
		"Event_About"																	"You only have one life! Cinch it. If you are not sure of your abilities, you can exit the raid at the evacuation points. \n Experience points can be changed to new operatives or chests. \n To get the most points, kill all the bosses and collect all the books in the Temple."
		"enigma_singularity"					"Singularity"
		"enigma_singularity_lore"				"Nothing is known of Infinity’s background. There are only stories and legends, most of them apocryphal, passed down through the ages. In truth, Enigma is a mystery for whom the only true biography is description: he is a universal force, a consumer of worlds. He is a being of the void, at times corporeal, other times ethereal. A beast between the planes. There are stories that say he was once a great alchemist who tried to unlock the secrets of the universe and was cursed for his arrogance. Other legends tell that he is an ancient being of strange gravity, the abyss personified—a twisted voice from out the original darkness, before the first light in the universe. And there are older legends that say he is the first collapsed star, a black hole grown complicated and sentient—his motivations unknowable, his power inexorable, a force of destruction unleashed upon existence itself."
	
	
		"champion_of_nurgle"					"Champion of Nurgle"
		"champion_of_nurgle_lore"				"In the Fields of Endless Carnage, far to the south of Quoidge, a corpulent figure works tirelessly through the night--dismembering, disembowelling, piling up the limbs and viscera of the fallen that the battlefield might be clear by dawn. In this cursed realm, nothing can decay or decompose; no corpse may ever return to the earth from which it sprang, no matter how deep you dig the grave. Flocked by carrion birds who need him to cut their meals into beak-sized chunks, Pudge the Butcher hones his skills with blades that grow sharper the longer he uses them. Swish, swish, thunk. Flesh falls from the bone; tendons and ligaments part like wet paper. And while he always had a taste for the butchery, over the ages, Pudge has developed a taste for its byproduct as well. Starting with a gobbet of muscle here, a sip of blood there...before long he was thrusting his jaws deep into the toughest of torsos, like a dog gnawing at rags. Even those who are beyond fearing the Reaper, fear the Butcher."

		"rapiers_of_the_sun_god"				"Rapiers of the Sun God"
		"rapiers_of_the_sun_god_lore"			""
		
		"fate_of_asgard"						"Fate of Asgard"
		"fate_of_asgard_lore"					""
		
		"golden_fate_of_asgard"					"Golden Fate of Asgard"
		"golden_fate_of_asgard_lore"			""
		
		"chaos_rising"							"Chaos Rising"
		"chaos_rising_lore"						""
		
		"shards_of_creation"					"Shard of Creation"
		"shards_of_creation_lore"				""
		
		"golden_shards_of_creation"				"Golden Shard of Creation"
		"golden_shards_of_creation_lore"		""
					
		"basher_blades"							"Basher Blades"
		"basher_blades_lore"					""
		
		"golden_basher_blades"					"Golden Basher Blades"
		"golden_basher_blades_lore"				""
		
		"sombra"								"The Master Superior"
		"sombra_lore"							"For one little girl in Mexico, it meant utilizing every skill she had to get ahead. Her specialty? Hacking – and thanks to the Omnic Crisis, that skill was something a lot of people had immediate interest in putting to use."
		
		"roadhog"								"The Fat One"
		"roadhog_lore"							"After the Omnic Crisis, government officials gifted the Australian omnium and the surrounding area to the omnics that had nearly destroyed their country, hoping to establish a long-term peace accord. This arrangement permanently displaced Mako Rutledge and a large number of the Outback's residents, a scattered collection of survivalists, solar farmers, and people who just wanted to be left alone."
		
		"aegis_of_the_immortal"					"Aegis of the Immortal"
		"aegis_of_the_immortal_lore"			"As his impulses once again got the better of his oath, and Zeus for a brief moment considered resignation to the prospects of a long mortal life, a new thought occurred to him. His wife had surely diminished his powers, but she had not cut him off from the source. He had already managed to regain some of his former glory. Perhaps with a bit of lordly resolution, he might tease the tendrils of divinity--infused into the endowments of Celestarr--towards his own hand once more."
		
		"god_of_thunder"						"God of Thunder"
		"god_of_thunder_lore"					""
		
		"red_pearl"								"Red Pearl"
		"red_pearl_lore"						"In the deep shadows of the Apocrypha lies more than just knowledge."
		
		"whale_blade"							"Whale Blade"
		"whale_blade_lore"						"There is no whales in Apocrypha"
		
		"emerald_whale_blade"					"Emerald Whale Blade"
		"emerald_whale_blade_lore"				"There is no whales in Apocrypha"		
		
		"new_npc_dota_hero_molag_bal_hype"												  "The Dunmeri Temple's doctrine, Vampires of Vvardenfell, v II, states that the Daedric Prince Molag Bal is the father of vampires. It is recorded in his Private Papers of Galur Rithari, Buoyant Armiger. Somehow, the Dunmeri Temple keeps this record from the world, for no clear reason."
		"npc_dota_hero_molag_bal_hype"												 	  "The Dunmeri Temple's doctrine, Vampires of Vvardenfell, v II, states that the Daedric Prince Molag Bal is the father of vampires. It is recorded in his Private Papers of Galur Rithari, Buoyant Armiger. Somehow, the Dunmeri Temple keeps this record from the world, for no clear reason."
		"npc_dota_hero_molag_bal_bio"													  "The Soulless One, also known as Vestige, along with Vanus Galerion, the Fighters Guild, and the Mages Guild lead an attack on Coldharbour to confront Molag Bal and put an end to his treachery. A city controlled by Meridia was transported into Coldharbour by Molag Bal, but since he had no power over it, the Soulless One and the attack force are able to use the city as a safe haven while in Coldharbour and save many mortals who are stuck in Coldharbour. With the help of the Ayleid king Laloriaran Dynar, Vanus Galerion the Aldmeri founder of the Mages Guild, they pushed further into Coldharbour's citadel to Molag Bal's lair. Later on the Gatekeeper revealed her true nature as the Daedric prince Meridia and the Soulless One and Five Companions went through a portal to an area that was under complete domination of Molag Bal's forces. Meridia and Molag Bal met face to face and began dueling, allowing the Soulless One to proceed to destroy the Dark Anchors. Upon confrontation the Soulless One used the Amulet of Kings on the Daedric Prince before they could be defeated. The two began to battle, both equal in power with divinity, but in the end, Molag Bal fell for the first time and was dominated by the Soulless One, allowing every Soul Shriven enslaved by Molag Bal to return to Nirn."

		"void_of_darkness"						"The Void of Darkness"
		"void_of_darkness_lore"					"Pietro and his twin sister, Wanda, were raised by Django and Marya Maximoff, a Roma couple. As adolescents Pietro Django Maximoff and his sister Wanda discovered that they had peculiar talents. When Django began to steal food to feed his starving family, enraged villagers attacked the Roma camp. Using his phenomenal speed, Pietro fled from the camp with his sister. Over the next few years, Wanda and Pietro wandered Central Europe, living off the land."
		
		"chw_wc_brone"								"QUARTERFINALIST PG CHW WORLD CUP V"
		"chw_wc_brone_lore"							"Do not go gentle into that good night,<br>
Old age should burn and rave at close of day;<br>
Rage, rage against the dying of the light."
		
		"chw_wc_silver"								"HALFFINALIST PG CHW WORLD CUP V"
		"chw_wc_silver_lore"						"Do not go gentle into that good night,<br>
Old age should burn and rave at close of day;<br>
Rage, rage against the dying of the light."
		
		"chw_wc_gold"								"CHAMPION CHW WORLD CUP V"
		"chw_wc_gold_lore"							"Do not go gentle into that good night,<br>
Old age should burn and rave at close of day;<br>
Rage, rage against the dying of the light."
		
		"chw_wc_predictions"						"PREDICTOR OF PG CHW WORLD CUP VI"
		"chw_wc_predictions_lore"					"Though wise men at their end know dark is right,<br>Because their words had forked no lightning they<br>Do not go gentle into that good night.<br>"

		"npc_dota_hero_doctor_fate"				"Doctor Fate"
		"new_npc_dota_hero_doctor_fate"			"Doctor Fate"
		
		"alma"									"The Darkness of FEAR"
		"alma_lore"								""
		
		"hellspont_immortal_axe"				"Vestments of Blood God"
		"hellspont_immortal_axe_lore"			"Khorne is the Blood God, Lord of Rage, Taker of Skulls. He is wrath incarnate, the embodiment of a never-ending lust to dominate and destroy. It is his sole desire to drown the galaxy in a tide of slaughter, to conquer and kill every living thing until there is nothing left but spilt blood and shattered bone. The Blood God is commonly depicted as a broad and muscular humanoid who stands hundreds of feet tall. He has the face of a savage, snarling dog, though his twisted features are all but hidden by a baroque helm decorated with the skulls of conqueror kings. Khorne's exaggerated physique is further distorted by heavy, overlapping plates of armour fashioned from brass and blackened iron. His every word is a growl of endless fury, and his roars of bloodlust echo across his realm."

		"khan_manifold_paradox"					"Manifold Paradox"
		"khan_manifold_paradox_lore"			"With a raspy cackle, the elder smith Craler swung the sword that his family had spent eleven generations to fold and forge. So sharp it was that, with a sound like tearing fabric, a rip in reality tore open. Through this rip, Craler recognized himself from moments before, holding aloft the very same coveted blade. Then, in a fit of greed and madness, he cut this earlier self down to seize the twin sword as his own. Too late, however, Craler felt a familiar wound, and was suddenly filled with the memory of being cut down himself..."
		
		
		"cup_iv_bronze"							"CHW WORLD CUP VI QUARTERFINALIST"
		"cup_iv_bronze_lore"					""
		
		"cup_iv_silver"							"CHW WORLD CUP VI HALFFINALIST"
		"cup_iv_silver_lore"					""
		
		"cup_iv_gold"							"CHW WORLD CUP VI WINNER"
		"cup_iv_gold_lore"						"Bad Balance Team winners!<br> Antr, Kosmonavt, AllenWalker, ГотовВкалывать, Sliks"
		
		"white_panther"							"The White Wolf"
		"white_panther_lore"					""
		
		"samurai_sword_od_darkness"				"Blade of Darkness"
		"samurai_sword_od_darkness_lore"		""
		
		"econs_info"							"To get Premium Pass, Battle Pass, Items or Treasuries, write to me in the discord. \nDiscord: Freeman#0156.\nLink: https://discord.gg/2tE9KpD"
		
		"joker_custom"							"Gift from Guy Might Them"
		"joker_custom_lore"						""
		
		"flash_custom"							"The Flashpoint"
		"flash_custom_lore"						"Traveling back in time, Barry merges with his earlier self during the attempt to stop Thawne. While traveling through time, Barry realizes he can see three different timelines. A mysterious hooded figure tells him that the world was split into three to weaken them for an impending threat, and must now be reunited to combat it."
		
		
		"nemesis_custom"						"The Nemesis"
		"nemesis_custom_lore"					"Of arrogance and pride, the Greeks have but one word: hubris. It is a crime against Gods and Men, but a crime many commit with impunity. Even mighty Zeus is guilty. But when punishment is due, there is one from whom even the God of Thunder shrinks. She is Nemesis, the red-washed blade of Divine Retribution. Recall the tale of Narcissus, so taken by his own beauty. Proudly, his visage was flaunted, to the detriment of all. Until, at last, he was led to a pond of crystal hue where his own reflection enraptured him. So long did he remain to gaze upon this self-image that hunger claimed his life. Thus does Nemesis respond to hubris. It is consequence equal to the crime. Now, behold the war torn land, beset by the wrath of wanton Gods filling the air with blood and boasts. This battlefield is stained with hubris. Unwittingly, these foolish warriors have summoned their greatest adversary. Nemesis has come! No longer will foul deeds engender success, no hoard of wealth held in undeserving hands, no legends told when falsely earned. Nemesis will unleash a tide of retribution. Punishment for the crime of hubris is death."
